timestamp,tx,ty,tz,qx,qy,qz,qw,kf_id,map_id
1772193985.875825,-1.153023,0.910273,3.092816,-0.034155,0.541302,0.029244,0.839625,276,0
1772193986.150820,-0.852151,0.924118,3.177876,-0.042918,0.533183,0.024686,0.844550,278,0
1772193986.755802,-0.253751,1.010954,3.419108,-0.034614,0.468139,0.044525,0.881853,282,0
1772193986.645818,-0.348565,1.001305,3.371028,-0.032977,0.482779,0.047006,0.873858,281,0
1772193987.415820,0.249956,1.089519,3.729488,-0.032859,0.460951,0.035961,0.886088,286,0
1772193987.580812,0.351081,1.094337,3.790615,-0.038024,0.463989,0.034269,0.884361,287,0
1772193986.480808,-0.507795,0.982849,3.306235,-0.027515,0.498303,0.029499,0.866064,280,0
1772193988.460767,0.802757,1.241908,4.119255,-0.021449,0.171572,0.024420,0.984635,294,0
1772193987.910807,0.526556,1.133267,3.915861,-0.043571,0.394518,0.028722,0.917405,289,0
1772193987.250822,0.136708,1.082277,3.650117,-0.032308,0.477776,0.048602,0.876541,285,0
1772193987.085800,0.003360,1.053015,3.565836,-0.030079,0.465395,0.055475,0.882851,284,0
1772193987.745805,0.432303,1.104980,3.852504,-0.044326,0.442115,0.028735,0.895401,288,0
1772193988.240809,0.728340,1.189507,4.036827,-0.039522,0.259392,0.033990,0.964364,292,0
1772193988.020812,0.596242,1.160152,3.957157,-0.045932,0.351725,0.033692,0.934369,290,0
1772193988.955793,0.827808,1.341957,4.178468,-0.007095,0.073657,0.047658,0.996119,297,0
1772193988.790796,0.825388,1.321149,4.171929,-0.008823,0.099087,0.037298,0.994340,296,0
1772193988.350798,0.777187,1.211195,4.078805,-0.025106,0.215078,0.031071,0.975780,293,0
1772193988.130803,0.663177,1.178007,3.998165,-0.046998,0.300119,0.039070,0.951942,291,0
1772193988.625800,0.822465,1.291570,4.156677,-0.019677,0.133018,0.025863,0.990581,295,0
1772193989.285786,0.820600,1.357072,4.180223,-0.009018,0.061310,0.043660,0.997123,298,0
1772193990.110811,0.814967,1.349095,4.160153,0.029684,0.051811,0.063577,0.996189,299,0
